M738_3	116292216	165296	0.00142138490163435	0.19334	0
SRR5512448	116292216	223038	0.00191790996570226	0.276092	0
DIV_106	116292216	266340	0.00229026506812803	0.280503	0
M733_7	116292216	271702	0.00233637305526967	0.129258	0
SA-0300	116292216	272589	0.00234400039294117	0.281698	0
SRR5512442	116292216	278735	0.00239685001788942	0.282207	0
SA-3748	116292216	341990	0.00294078152229896	0.661184	0
SRR5512449	116292216	356029	0.00306150327378747	0.661665	0
SA-0892	116292216	358266	0.00308073929900863	0.426012	0
SRR5512453	116292216	359719	0.00309323368642317	0.662715	0
SA-3338	116292216	365019	0.0031388085338403	0.422414	0
SRR5512450	116292216	365285	0.00314109587523898	0.659915	0
SA-0311	116292216	365554	0.00314340901372109	0.425326	0
SA_3284	116292216	368265	0.00316672097812634	0.427324	0
NC12-769	116292216	375399	0.00322806644255536	0.662671	0
DIV_144	116292216	376177	0.00323475648619509	0.631174	0
TM1	116292216	379110	0.00325997743477517	0.198988	0
DIV_066	116292216	383280	0.00329583538076186	0.645307	0
SRR5512447	116292216	389850	0.00335233099350347	0.668096	0
DIV_079	116292216	390086	0.0033543603640677	0.641979	0
SA-2149	116292216	392291	0.00337332122039879	0.720785	0
SA-2269	116292216	392818	0.00337785290805706	0.527414	2.92278e-05
SRR5512451	116292216	399285	0.00343346282093378	0.668839	0
SA-3749	116292216	402864	0.00346423874148206	0.667921	0
SA-3348	116292216	408259	0.00351063049654157	0.426902	0
SA-1465	116292216	408837	0.00351560073461839	0.66044	0
M737-10	116292216	420855	0.00361894385089368	0.463507	0
DIV-138	116292216	422343	0.00363173920428174	0.530972	0
M835	116292216	423272	0.00363972770112146	0.424367	0
DIV_195	116292216	428013	0.00368049569199025	0.643204	0
DIV_141	116292216	431474	0.00371025692725642	0.658778	0
SA-1428	116292216	439660	0.00378064856894635	0.844127	0
DIV_176	116292216	440083	0.00378428595771191	0.654184	0
SA-3444	116292216	445738	0.0038329134600032	0.672645	0
SRR5512445	116292216	446002	0.00383518360334625	0.658515	0
SRR5512443	116292216	448063	0.00385290619967204	0.653003	0
SA-3403	116292216	452788	0.0038935366060958	0.674964	0
SA_3360	116292216	453215	0.00389720839097262	0.653484	0
Div-307	116292216	456358	0.00392423513539376	0.669714	0
DIV_269	116292216	459432	0.00395066854689569	0.653922	0
SAMN04998804	116292216	460351	0.00395857105345727	0.183406	0
SA-1403	116292216	461211	0.00396596621737778	0.655366	0
SA-3778	116292216	462531	0.00397731693409299	0.660878	0
SA-1184	116292216	476179	0.00409467646570601	0.658865	0
SA-1427	116292216	482119	0.00414575469092446	0.848679	0
DIV_074	116292216	483597	0.00415846405403436	0.665646	0
DIV_184	116292216	484478	0.00416603979753899	0.333488	0
