SortID,ID,Type,Latitude,Longitude,Public
159,B12TX0786,Landrace2,17.92,-87.96,No
25,B12BPS1242,Landrace1,17.94,-66.95,No
26,B12BPS1238,Landrace1,17.94,-66.95,No
27,B12BPS1239,Landrace1,17.94,-66.95,No
28,B12BPS1240,Landrace1,17.94,-66.95,No
15,B12TX0967,Wild,17.94,-76.75,No
1,B12BPS1244,Wild,17.95,-67.20,No
2,B12BPS1247,Wild,17.95,-67.20,No
144,B12TX2288,Landrace2,17.96,-66.86,No
85,B12TX2246,Landrace1,18.01,-76.74,No
109,B12TX2247,Landrace1,18.01,-76.74,No
194,B12TX2228,Landrace2,18.07,-77.52,No
84,B12TX1229,Landrace1,18.11,-77.30,No
79,B12TX2284,Landrace1,18.20,-66.97,No
60,B12TX1586,Landrace1,18.24,-72.53,No
57,B12TX1594,Landrace1,18.26,-73.55,No
51,B12TX1592,Landrace1,18.28,-73.40,No
205,B12TX0879,Landrace2,18.31,-65.32,No
111,B12TX2277,Landrace1,18.34,-70.18,No
110,B12TX1089,Landrace1,18.34,-67.25,No
73,B12TX1367,Landrace1,18.43,-64.62,No
133,B12TX0746,Landrace2,18.44,-98.36,No
113,B12TX1579,Landrace1,18.45,-69.61,No
3,B12TX2276,Wild,18.45,-70.73,No
64,B12TX1572,Landrace1,18.45,-70.73,No
61,B12TX1582,Landrace1,18.46,-72.62,No
112,B12TX1578,Landrace1,18.47,-69.30,No
62,B12TX1263,Landrace1,18.74,-70.16,No
134,B12TX0751,Landrace2,18.75,-99.33,No
